path,alphabet,character_number,class_id
Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_11.png,Alphabet_of_the_Magi,character06,5
Omniglot/images_background/Alphabet_of_the_Magi/character06/0714_12.png,Alphabet_of_the_Magi,character06,5
Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_01.png,Alphabet_of_the_Magi,character07,6
Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_02.png,Alphabet_of_the_Magi,character07,6
Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_03.png,Alphabet_of_the_Magi,character07,6
Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_04.png,Alphabet_of_the_Magi,character07,6
Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_05.png,Alphabet_of_the_Magi,character07,6
Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_06.png,Alphabet_of_the_Magi,character07,6
Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_07.png,Alphabet_of_the_Magi,character07,6
Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_08.png,Alphabet_of_the_Magi,character07,6
Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_09.png,Alphabet_of_the_Magi,character07,6
Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_10.png,Alphabet_of_the_Magi,character07,6
Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_11.png,Alphabet_of_the_Magi,character07,6
Omniglot/images_background/Alphabet_of_the_Magi/character07/0715_12.png,Alphabet_of_the_Magi,character07,6
Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_01.png,Alphabet_of_the_Magi,character08,7
Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_02.png,Alphabet_of_the_Magi,character08,7
Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_03.png,Alphabet_of_the_Magi,character08,7
Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_04.png,Alphabet_of_the_Magi,character08,7
Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_05.png,Alphabet_of_the_Magi,character08,7
Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_06.png,Alphabet_of_the_Magi,character08,7
Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_07.png,Alphabet_of_the_Magi,character08,7
Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_08.png,Alphabet_of_the_Magi,character08,7
Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_09.png,Alphabet_of_the_Magi,character08,7
Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_10.png,Alphabet_of_the_Magi,character08,7
Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_11.png,Alphabet_of_the_Magi,character08,7
Omniglot/images_background/Alphabet_of_the_Magi/character08/0716_12.png,Alphabet_of_the_Magi,character08,7
Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_01.png,Alphabet_of_the_Magi,character09,8
Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_02.png,Alphabet_of_the_Magi,character09,8
Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_03.png,Alphabet_of_the_Magi,character09,8
Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_04.png,Alphabet_of_the_Magi,character09,8
Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_05.png,Alphabet_of_the_Magi,character09,8
Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_06.png,Alphabet_of_the_Magi,character09,8
Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_07.png,Alphabet_of_the_Magi,character09,8
Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_08.png,Alphabet_of_the_Magi,character09,8
Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_09.png,Alphabet_of_the_Magi,character09,8
Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_10.png,Alphabet_of_the_Magi,character09,8
Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_11.png,Alphabet_of_the_Magi,character09,8
Omniglot/images_background/Alphabet_of_the_Magi/character09/0717_12.png,Alphabet_of_the_Magi,character09,8
Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_01.png,Alphabet_of_the_Magi,character10,9
Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_02.png,Alphabet_of_the_Magi,character10,9
Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_03.png,Alphabet_of_the_Magi,character10,9
Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_04.png,Alphabet_of_the_Magi,character10,9
Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_05.png,Alphabet_of_the_Magi,character10,9
Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_06.png,Alphabet_of_the_Magi,character10,9
Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_07.png,Alphabet_of_the_Magi,character10,9
Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_08.png,Alphabet_of_the_Magi,character10,9
Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_09.png,Alphabet_of_the_Magi,character10,9
Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_10.png,Alphabet_of_the_Magi,character10,9
Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_11.png,Alphabet_of_the_Magi,character10,9
Omniglot/images_background/Alphabet_of_the_Magi/character10/0718_12.png,Alphabet_of_the_Magi,character10,9
Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_01.png,Alphabet_of_the_Magi,character11,10
Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_02.png,Alphabet_of_the_Magi,character11,10
Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_03.png,Alphabet_of_the_Magi,character11,10
Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_04.png,Alphabet_of_the_Magi,character11,10
Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_05.png,Alphabet_of_the_Magi,character11,10
Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_06.png,Alphabet_of_the_Magi,character11,10
Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_07.png,Alphabet_of_the_Magi,character11,10
Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_08.png,Alphabet_of_the_Magi,character11,10
Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_09.png,Alphabet_of_the_Magi,character11,10
Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_10.png,Alphabet_of_the_Magi,character11,10
Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_11.png,Alphabet_of_the_Magi,character11,10
Omniglot/images_background/Alphabet_of_the_Magi/character11/0719_12.png,Alphabet_of_the_Magi,character11,10
Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_01.png,Alphabet_of_the_Magi,character12,11
Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_02.png,Alphabet_of_the_Magi,character12,11
Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_03.png,Alphabet_of_the_Magi,character12,11
Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_04.png,Alphabet_of_the_Magi,character12,11
Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_05.png,Alphabet_of_the_Magi,character12,11
Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_06.png,Alphabet_of_the_Magi,character12,11
Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_07.png,Alphabet_of_the_Magi,character12,11
Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_08.png,Alphabet_of_the_Magi,character12,11
Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_09.png,Alphabet_of_the_Magi,character12,11
Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_10.png,Alphabet_of_the_Magi,character12,11
Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_11.png,Alphabet_of_the_Magi,character12,11
Omniglot/images_background/Alphabet_of_the_Magi/character12/0720_12.png,Alphabet_of_the_Magi,character12,11
Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_01.png,Alphabet_of_the_Magi,character13,12
Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_02.png,Alphabet_of_the_Magi,character13,12
Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_03.png,Alphabet_of_the_Magi,character13,12
Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_04.png,Alphabet_of_the_Magi,character13,12
Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_05.png,Alphabet_of_the_Magi,character13,12
Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_06.png,Alphabet_of_the_Magi,character13,12
Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_07.png,Alphabet_of_the_Magi,character13,12
Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_08.png,Alphabet_of_the_Magi,character13,12
Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_09.png,Alphabet_of_the_Magi,character13,12
Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_10.png,Alphabet_of_the_Magi,character13,12
Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_11.png,Alphabet_of_the_Magi,character13,12
Omniglot/images_background/Alphabet_of_the_Magi/character13/0721_12.png,Alphabet_of_the_Magi,character13,12
Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_01.png,Alphabet_of_the_Magi,character14,13
Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_02.png,Alphabet_of_the_Magi,character14,13
Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_03.png,Alphabet_of_the_Magi,character14,13
Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_04.png,Alphabet_of_the_Magi,character14,13
Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_05.png,Alphabet_of_the_Magi,character14,13
Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_06.png,Alphabet_of_the_Magi,character14,13
Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_07.png,Alphabet_of_the_Magi,character14,13
Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_08.png,Alphabet_of_the_Magi,character14,13
Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_09.png,Alphabet_of_the_Magi,character14,13
Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_10.png,Alphabet_of_the_Magi,character14,13
Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_11.png,Alphabet_of_the_Magi,character14,13
Omniglot/images_background/Alphabet_of_the_Magi/character14/0722_12.png,Alphabet_of_the_Magi,character14,13
Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_01.png,Alphabet_of_the_Magi,character15,14
Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_02.png,Alphabet_of_the_Magi,character15,14
Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_03.png,Alphabet_of_the_Magi,character15,14
Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_04.png,Alphabet_of_the_Magi,character15,14
Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_05.png,Alphabet_of_the_Magi,character15,14
Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_06.png,Alphabet_of_the_Magi,character15,14
Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_07.png,Alphabet_of_the_Magi,character15,14
Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_08.png,Alphabet_of_the_Magi,character15,14
Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_09.png,Alphabet_of_the_Magi,character15,14
Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_10.png,Alphabet_of_the_Magi,character15,14
Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_11.png,Alphabet_of_the_Magi,character15,14
Omniglot/images_background/Alphabet_of_the_Magi/character15/0723_12.png,Alphabet_of_the_Magi,character15,14
Omniglot/images_background/Alphabet_of_the_Magi/character16/0724_01.png,Alphabet_of_the_Magi,character16,15
Omniglot/images_background/Alphabet_of_the_Magi/character16/0724_02.png,Alphabet_of_the_Magi,character16,15
Omniglot/images_background/Alphabet_of_the_Magi/character16/0724_03.png,Alphabet_of_the_Magi,character16,15
Omniglot/images_background/Alphabet_of_the_Magi/character16/0724_04.png,Alphabet_of_the_Magi,character16,15
Omniglot/images_background/Alphabet_of_the_Magi/character16/0724_05.png,Alphabet_of_the_Magi,character16,15
Omniglot/images_background/Alphabet_of_the_Magi/character16/0724_06.png,Alphabet_of_the_Magi,character16,15
Omniglot/images_background/Alphabet_of_the_Magi/character16/0724_07.png,Alphabet_of_the_Magi,character16,15
Omniglot/images_background/Alphabet_of_the_Magi/character16/0724_08.png,Alphabet_of_the_Magi,character16,15
Omniglot/images_background/Alphabet_of_the_Magi/character16/0724_09.png,Alphabet_of_the_Magi,character16,15
Omniglot/images_background/Alphabet_of_the_Magi/character16/0724_10.png,Alphabet_of_the_Magi,character16,15
Omniglot/images_background/Alphabet_of_the_Magi/character16/0724_11.png,Alphabet_of_the_Magi,character16,15
Omniglot/images_background/Alphabet_of_the_Magi/character16/0724_12.png,Alphabet_of_the_Magi,character16,15
Omniglot/images_background/Alphabet_of_the_Magi/character17/0725_01.png,Alphabet_of_the_Magi,character17,16
Omniglot/images_background/Alphabet_of_the_Magi/character17/0725_02.png,Alphabet_of_the_Magi,character17,16
Omniglot/images_background/Alphabet_of_the_Magi/character17/0725_03.png,Alphabet_of_the_Magi,character17,16
Omniglot/images_background/Alphabet_of_the_Magi/character17/0725_04.png,Alphabet_of_the_Magi,character17,16
Omniglot/images_background/Alphabet_of_the_Magi/character17/0725_05.png,Alphabet_of_the_Magi,character17,16
Omniglot/images_background/Alphabet_of_the_Magi/character17/0725_06.png,Alphabet_of_the_Magi,character17,16
Omniglot/images_background/Alphabet_of_the_Magi/character17/0725_07.png,Alphabet_of_the_Magi,character17,16
Omniglot/images_background/Alphabet_of_the_Magi/character17/0725_08.png,Alphabet_of_the_Magi,character17,16
Omniglot/images_background/Alphabet_of_the_Magi/character17/0725_09.png,Alphabet_of_the_Magi,character17,16
Omniglot/images_background/Alphabet_of_the_Magi/character17/0725_10.png,Alphabet_of_the_Magi,character17,16
Omniglot/images_background/Alphabet_of_the_Magi/character17/0725_11.png,Alphabet_of_the_Magi,character17,16
Omniglot/images_background/Alphabet_of_the_Magi/character17/0725_12.png,Alphabet_of_the_Magi,character17,16
Omniglot/images_background/Alphabet_of_the_Magi/character18/0726_01.png,Alphabet_of_the_Magi,character18,17
Omniglot/images_background/Alphabet_of_the_Magi/character18/0726_02.png,Alphabet_of_the_Magi,character18,17
Omniglot/images_background/Alphabet_of_the_Magi/character18/0726_03.png,Alphabet_of_the_Magi,character18,17
Omniglot/images_background/Alphabet_of_the_Magi/character18/0726_04.png,Alphabet_of_the_Magi,character18,17
Omniglot/images_background/Alphabet_of_the_Magi/character18/0726_05.png,Alphabet_of_the_Magi,character18,17
Omniglot/images_background/Alphabet_of_the_Magi/character18/0726_06.png,Alphabet_of_the_Magi,character18,17
Omniglot/images_background/Alphabet_of_the_Magi/character18/0726_07.png,Alphabet_of_the_Magi,character18,17
Omniglot/images_background/Alphabet_of_the_Magi/character18/0726_08.png,Alphabet_of_the_Magi,character18,17
Omniglot/images_background/Alphabet_of_the_Magi/character18/0726_09.png,Alphabet_of_the_Magi,character18,17
Omniglot/images_background/Alphabet_of_the_Magi/character18/0726_10.png,Alphabet_of_the_Magi,character18,17
Omniglot/images_background/Alphabet_of_the_Magi/character18/0726_11.png,Alphabet_of_the_Magi,character18,17
Omniglot/images_background/Alphabet_of_the_Magi/character18/0726_12.png,Alphabet_of_the_Magi,character18,17
Omniglot/images_background/Alphabet_of_the_Magi/character19/0727_01.png,Alphabet_of_the_Magi,character19,18
Omniglot/images_background/Alphabet_of_the_Magi/character19/0727_02.png,Alphabet_of_the_Magi,character19,18
Omniglot/images_background/Alphabet_of_the_Magi/character19/0727_03.png,Alphabet_of_the_Magi,character19,18
Omniglot/images_background/Alphabet_of_the_Magi/character19/0727_04.png,Alphabet_of_the_Magi,character19,18
Omniglot/images_background/Alphabet_of_the_Magi/character19/0727_05.png,Alphabet_of_the_Magi,character19,18
Omniglot/images_background/Alphabet_of_the_Magi/character19/0727_06.png,Alphabet_of_the_Magi,character19,18
Omniglot/images_background/Alphabet_of_the_Magi/character19/0727_07.png,Alphabet_of_the_Magi,character19,18
Omniglot/images_background/Alphabet_of_the_Magi/character19/0727_08.png,Alphabet_of_the_Magi,character19,18
Omniglot/images_background/Alphabet_of_the_Magi/character19/0727_09.png,Alphabet_of_the_Magi,character19,18
Omniglot/images_background/Alphabet_of_the_Magi/character19/0727_10.png,Alphabet_of_the_Magi,character19,18
Omniglot/images_background/Alphabet_of_the_Magi/character19/0727_11.png,Alphabet_of_the_Magi,character19,18
Omniglot/images_background/Alphabet_of_the_Magi/character19/0727_12.png,Alphabet_of_the_Magi,character19,18
Omniglot/images_background/Alphabet_of_the_Magi/character20/0728_01.png,Alphabet_of_the_Magi,character20,19
Omniglot/images_background/Alphabet_of_the_Magi/character20/0728_02.png,Alphabet_of_the_Magi,character20,19
Omniglot/images_background/Alphabet_of_the_Magi/character20/0728_03.png,Alphabet_of_the_Magi,character20,19
Omniglot/images_background/Alphabet_of_the_Magi/character20/0728_04.png,Alphabet_of_the_Magi,character20,19
Omniglot/images_background/Alphabet_of_the_Magi/character20/0728_05.png,Alphabet_of_the_Magi,character20,19
Omniglot/images_background/Alphabet_of_the_Magi/character20/0728_06.png,Alphabet_of_the_Magi,character20,19
Omniglot/images_background/Alphabet_of_the_Magi/character20/0728_07.png,Alphabet_of_the_Magi,character20,19
Omniglot/images_background/Alphabet_of_the_Magi/character20/0728_08.png,Alphabet_of_the_Magi,character20,19
Omniglot/images_background/Alphabet_of_the_Magi/character20/0728_09.png,Alphabet_of_the_Magi,character20,19
Omniglot/images_background/Alphabet_of_the_Magi/character20/0728_10.png,Alphabet_of_the_Magi,character20,19
Omniglot/images_background/Alphabet_of_the_Magi/character20/0728_11.png,Alphabet_of_the_Magi,character20,19
Omniglot/images_background/Alphabet_of_the_Magi/character20/0728_12.png,Alphabet_of_the_Magi,character20,19
Omniglot/images_background/Anglo-Saxon_Futhorc/character01/0296_01.png,Anglo-Saxon_Futhorc,character01,20
Omniglot/images_background/Anglo-Saxon_Futhorc/character01/0296_02.png,Anglo-Saxon_Futhorc,character01,20
Omniglot/images_background/Anglo-Saxon_Futhorc/character01/0296_03.png,Anglo-Saxon_Futhorc,character01,20
Omniglot/images_background/Anglo-Saxon_Futhorc/character01/0296_04.png,Anglo-Saxon_Futhorc,character01,20
Omniglot/images_background/Anglo-Saxon_Futhorc/character01/0296_05.png,Anglo-Saxon_Futhorc,character01,20
Omniglot/images_background/Anglo-Saxon_Futhorc/character01/0296_06.png,Anglo-Saxon_Futhorc,character01,20
Omniglot/images_background/Anglo-Saxon_Futhorc/character01/0296_07.png,Anglo-Saxon_Futhorc,character01,20
Omniglot/images_background/Anglo-Saxon_Futhorc/character01/0296_08.png,Anglo-Saxon_Futhorc,character01,20
Omniglot/images_background/Anglo-Saxon_Futhorc/character01/0296_09.png,Anglo-Saxon_Futhorc,character01,20
Omniglot/images_background/Anglo-Saxon_Futhorc/character01/0296_10.png,Anglo-Saxon_Futhorc,character01,20
Omniglot/images_background/Anglo-Saxon_Futhorc/character01/0296_11.png,Anglo-Saxon_Futhorc,character01,20
Omniglot/images_background/Anglo-Saxon_Futhorc/character01/0296_12.png,Anglo-Saxon_Futhorc,character01,20
Omniglot/images_background/Anglo-Saxon_Futhorc/character02/0297_01.png,Anglo-Saxon_Futhorc,character02,21
Omniglot/images_background/Anglo-Saxon_Futhorc/character02/0297_02.png,Anglo-Saxon_Futhorc,character02,21
Omniglot/images_background/Anglo-Saxon_Futhorc/character02/0297_03.png,Anglo-Saxon_Futhorc,character02,21
Omniglot/images_background/Anglo-Saxon_Futhorc/character02/0297_04.png,Anglo-Saxon_Futhorc,character02,21
Omniglot/images_background/Anglo-Saxon_Futhorc/character02/0297_05.png,Anglo-Saxon_Futhorc,character02,21
Omniglot/images_background/Anglo-Saxon_Futhorc/character02/0297_06.png,Anglo-Saxon_Futhorc,character02,21
Omniglot/images_background/Anglo-Saxon_Futhorc/character02/0297_07.png,Anglo-Saxon_Futhorc,character02,21
Omniglot/images_background/Anglo-Saxon_Futhorc/character02/0297_08.png,Anglo-Saxon_Futhorc,character02,21
Omniglot/images_background/Anglo-Saxon_Futhorc/character02/0297_09.png,Anglo-Saxon_Futhorc,character02,21
